year,area_sqft,declared_value,sro_name,distance_to_metro_m,property_type,treated,post,price_sqft
2020,1500,8802444,T. Nagar,429,Plot,1,1,5868.3
2014,1000,5239186,Saidapet,691,House,1,0,5239.19
2019,1500,6757370,Alandur,579,Plot,1,1,4504.91
2016,1500,5356763,Tambaram,4480,House,0,1,3571.18
2017,1000,4576158,Adyar,2098,Apartment,0,1,4576.16
2012,1500,8230801,Mylapore,1949,House,0,0,5487.2
2013,2000,7473888,Ekkattuthangal,498,Apartment,1,0,3736.94
2019,800,8837876,Mylapore,2905,Commercial,0,1,11047.35
2017,2500,10202949,Ekkattuthangal,543,Plot,1,1,4081.18
2019,1500,6975645,Chromepet,2744,House,0,1,4650.43
2022,2000,13851743,Guindy,714,Apartment,1,1,6925.87
2016,1500,6815807,Tambaram,4946,Commercial,0,1,4543.87
2012,2000,10272096,Adyar,2579,House,0,0,5136.05
2020,1000,8350372,Adyar,2158,Apartment,0,1,8350.37
2020,1000,4647075,Nanganallur,1194,Apartment,0,1,4647.08
2015,1000,6335002,Mylapore,2129,Apartment,0,1,6335.0
2016,600,2062293,Nanganallur,1367,Apartment,0,1,3437.16
2020,2500,15920520,Alandur,889,Apartment,1,1,6368.21
2011,800,2006886,Chromepet,1997,Apartment,0,0,2508.61
2011,800,3434517,Guindy,676,House,1,0,4293.15
2011,2500,3797449,Tambaram,2568,Plot,0,0,1518.98
2016,1200,7680273,Mylapore,3151,Apartment,0,1,6400.23
2019,1200,7400321,Saidapet,201,Apartment,1,1,6166.93
2011,800,3200212,Alandur,822,House,1,0,4000.27
2015,1200,4411123,Saidapet,377,Plot,1,1,3675.94
2016,3000,18384936,Adyar,2371,House,0,1,6128.31
2016,1500,9837960,Mylapore,2112,Apartment,0,1,6558.64
2016,1500,9839908,T. Nagar,688,Apartment,1,1,6559.94
2013,1200,2922846,Tambaram,2236,House,0,0,2435.71
2017,1000,2934113,Chromepet,2603,Plot,0,1,2934.11
2011,1000,4964066,Adyar,1582,House,0,0,4964.07
2016,2000,7518280,Tambaram,3509,House,0,1,3759.14
2015,2000,13061855,T. Nagar,485,Apartment,1,1,6530.93
2023,1500,7784467,Chromepet,1580,House,0,1,5189.65
2015,1500,6814812,Alandur,676,Apartment,1,1,4543.21
2023,800,6425497,Ekkattuthangal,948,House,1,1,8031.87
2020,1000,9362418,Mylapore,2850,Apartment,0,1,9362.42
2023,800,7649688,Mylapore,2411,House,0,1,9562.11
2017,1500,9331670,Saidapet,772,House,1,1,6221.11
2021,1200,9320264,Guindy,561,Apartment,1,1,7766.89
2013,600,2163244,Ekkattuthangal,918,Apartment,1,0,3605.41
2011,1500,5408182,Guindy,661,House,1,0,3605.45
2014,1200,4391758,Alandur,308,Apartment,1,0,3659.8
2017,1200,3960894,Tambaram,2656,Apartment,0,1,3300.75
2012,1000,4541681,Ekkattuthangal,351,Commercial,1,0,4541.68
2020,1200,10324432,Guindy,399,House,1,1,8603.69
2015,800,3701425,Alandur,300,Apartment,1,1,4626.78
2017,1200,8027822,T. Nagar,333,Apartment,1,1,6689.85
2013,1000,4064796,Guindy,742,Apartment,1,0,4064.8
2023,2000,15425102,Guindy,199,Plot,1,1,7712.55
2013,2000,11658547,Guindy,275,Commercial,1,0,5829.27
2015,1200,5162901,Alandur,526,Apartment,1,1,4302.42
2023,1500,10477124,Mylapore,3424,Plot,0,1,6984.75
2016,1200,7725994,Guindy,160,Apartment,1,1,6438.33
2016,1500,12212874,Guindy,432,Commercial,1,1,8141.92
2011,1200,3815744,Nanganallur,2246,Apartment,0,0,3179.79
2018,2000,12105520,Alandur,899,Apartment,1,1,6052.76
2022,1500,14319069,T. Nagar,582,Apartment,1,1,9546.05
2018,2000,15438110,Mylapore,3004,House,0,1,7719.06
2023,1500,15236417,Mylapore,1869,Apartment,0,1,10157.61
2012,1000,2465342,Alandur,381,Plot,1,0,2465.34
2020,1200,4596607,Nanganallur,2305,Plot,0,1,3830.51
2014,1200,4729329,Guindy,299,Apartment,1,0,3941.11
2020,2000,16461151,Mylapore,2806,House,0,1,8230.58
2019,2500,10259862,Chromepet,2741,House,0,1,4103.95
2012,1200,4504846,Saidapet,586,House,1,0,3754.04
2016,2000,11210192,Ekkattuthangal,900,House,1,1,5605.1
2014,2000,11258151,Ekkattuthangal,466,Commercial,1,0,5629.08
2020,2500,22638295,T. Nagar,169,House,1,1,9055.32
2016,1500,6924033,Guindy,188,Plot,1,1,4616.02
2015,1000,5612915,Mylapore,2376,Apartment,0,1,5612.92
2020,600,4785568,Alandur,889,Commercial,1,1,7975.95
2022,2000,18805059,Adyar,1580,Apartment,0,1,9402.53
2022,1200,4544516,Tambaram,2165,Apartment,0,1,3787.1
2014,1500,4967971,Chromepet,3739,House,0,0,3311.98
2013,600,2309432,Alandur,346,Apartment,1,0,3849.05
2012,1500,4491177,Tambaram,3031,Commercial,0,0,2994.12
2021,3000,21247452,Nanganallur,1316,Commercial,0,1,7082.48
2020,1000,6149468,Mylapore,1786,Plot,0,1,6149.47
2015,2500,15433921,Mylapore,2089,Apartment,0,1,6173.57
2017,1000,4449346,Nanganallur,2248,House,0,1,4449.35
2016,1200,3855136,Tambaram,4597,Apartment,0,1,3212.61
2015,1500,3887176,Tambaram,4743,Apartment,0,1,2591.45
2016,2000,13919373,Guindy,476,House,1,1,6959.69
2023,1000,9853293,Adyar,2835,House,0,1,9853.29
2013,1000,4510385,T. Nagar,346,Apartment,1,0,4510.39
2019,600,2032937,Nanganallur,1961,Plot,0,1,3388.23
2015,1500,7548998,Adyar,2863,Apartment,0,1,5032.67
2012,600,1969745,Tambaram,3971,Commercial,0,0,3282.91
2023,2000,15655482,Nanganallur,1994,Commercial,0,1,7827.74
2017,2000,6824034,Tambaram,3914,House,0,1,3412.02
2019,600,4180964,Ekkattuthangal,380,House,1,1,6968.27
2023,1500,16287462,Ekkattuthangal,506,Commercial,1,1,10858.31
2012,1500,8428329,Mylapore,1826,House,0,0,5618.89
2018,1200,10556944,T. Nagar,164,House,1,1,8797.45
2021,1000,7239985,Saidapet,530,Apartment,1,1,7239.99
2011,1200,4679922,Alandur,1060,House,0,0,3899.94
2014,1500,5112624,Chromepet,2219,Apartment,0,0,3408.42
2016,1200,10570848,Adyar,1538,Commercial,0,1,8809.04
2023,1000,4155646,Tambaram,3076,Apartment,0,1,4155.65
2021,800,5753919,Ekkattuthangal,578,House,1,1,7192.4
2022,600,4303516,T. Nagar,455,Plot,1,1,7172.53
2017,2500,17356415,Mylapore,2973,Apartment,0,1,6942.57
2021,2000,17512658,Mylapore,3259,Apartment,0,1,8756.33
2021,1500,9987857,Ekkattuthangal,901,House,1,1,6658.57
2022,1500,13290763,Mylapore,2023,Apartment,0,1,8860.51
2019,600,1788807,Tambaram,3473,Apartment,0,1,2981.35
2014,1500,4392353,Chromepet,2460,Apartment,0,0,2928.24
2023,2500,22840713,Guindy,269,House,1,1,9136.29
2012,1500,5630959,Saidapet,269,Apartment,1,0,3753.97
2011,2000,4540958,Tambaram,4758,House,0,0,2270.48
2023,1200,11782859,T. Nagar,590,House,1,1,9819.05
2020,2000,13021449,Ekkattuthangal,802,Apartment,1,1,6510.72
2020,600,5022811,T. Nagar,290,Apartment,1,1,8371.35
2016,1500,11373894,T. Nagar,451,House,1,1,7582.6
2022,1500,9539511,T. Nagar,530,Plot,1,1,6359.67
2018,1500,10636952,Guindy,243,Apartment,1,1,7091.3
2012,600,2009387,Ekkattuthangal,647,Apartment,1,0,3348.98
2015,1500,9264489,Mylapore,1430,House,0,1,6176.33
2021,1200,9518864,Adyar,1644,House,0,1,7932.39
2015,2500,9480185,Chromepet,2065,Commercial,0,1,3792.07
2019,800,3271597,Tambaram,3859,Apartment,0,1,4089.5
2011,1200,5186124,T. Nagar,235,Apartment,1,0,4321.77
2023,1200,12246668,T. Nagar,399,Apartment,1,1,10205.56
2012,600,2920609,T. Nagar,293,Apartment,1,0,4867.68
2017,1000,3887406,Chromepet,1732,Commercial,0,1,3887.41
2018,1000,6685434,Adyar,2044,Apartment,0,1,6685.43
2020,1500,6055635,Chromepet,2091,Apartment,0,1,4037.09
2012,600,1786946,Tambaram,2134,Commercial,0,0,2978.24
2012,600,1728682,Tambaram,2912,Commercial,0,0,2881.14
2016,1200,3436148,Tambaram,2243,Apartment,0,1,2863.46
2013,2000,8213804,Guindy,191,Apartment,1,0,4106.9
2019,800,4215317,Ekkattuthangal,540,Apartment,1,1,5269.15
2022,3000,19673462,Nanganallur,1346,Commercial,0,1,6557.82
2013,2000,8101236,T. Nagar,456,Apartment,1,0,4050.62
2023,2000,17706585,Guindy,342,Apartment,1,1,8853.29
2011,1500,6343715,Mylapore,1594,House,0,0,4229.14
2020,800,3393820,Tambaram,2412,Apartment,0,1,4242.28
2017,1000,2725268,Nanganallur,1715,Plot,0,1,2725.27
2015,1000,7929959,Guindy,766,Commercial,1,1,7929.96
2016,800,5402838,Mylapore,3014,Apartment,0,1,6753.55
2018,1500,5808289,Nanganallur,1263,Apartment,0,1,3872.19
2013,2500,6836346,Chromepet,2834,Apartment,0,0,2734.54
2018,2000,19672189,Adyar,1865,Commercial,0,1,9836.09
2017,1500,11405983,Mylapore,2155,Apartment,0,1,7603.99
2023,1500,12269990,Ekkattuthangal,354,House,1,1,8179.99
2021,1200,7790249,T. Nagar,271,Plot,1,1,6491.87
2020,2000,8261021,Tambaram,2296,Apartment,0,1,4130.51
2020,2000,17040443,Mylapore,1719,Apartment,0,1,8520.22
2023,1500,8587394,Nanganallur,2087,Apartment,0,1,5724.93
2012,1000,4455032,Saidapet,393,House,1,0,4455.03
2012,1500,6802192,Adyar,2472,Apartment,0,0,4534.79
2017,2000,7254622,Chromepet,2772,Apartment,0,1,3627.31
2021,1500,11128197,Saidapet,287,Apartment,1,1,7418.8
2017,2000,9675042,Nanganallur,927,Apartment,1,1,4837.52
2022,1200,9217447,Nanganallur,2473,Commercial,0,1,7681.21
2013,2000,5124602,Tambaram,2307,Apartment,0,0,2562.3
2022,1000,10165566,Mylapore,3330,House,0,1,10165.57
2018,1200,12372543,T. Nagar,231,Commercial,1,1,10310.45
2011,600,2606678,Adyar,2880,Apartment,0,0,4344.46
2013,1500,6173187,Ekkattuthangal,906,Apartment,1,0,4115.46
2013,2500,8477657,Nanganallur,1560,Apartment,0,0,3391.06
2016,1500,9242764,Guindy,534,Apartment,1,1,6161.84
2017,1000,3643037,Nanganallur,2299,House,0,1,3643.04
2020,800,5866704,Guindy,439,Apartment,1,1,7333.38
2023,1000,9889813,Guindy,677,Apartment,1,1,9889.81
2020,1000,4359666,Chromepet,2282,Apartment,0,1,4359.67
2012,1500,6233282,Guindy,364,Apartment,1,0,4155.52
2014,1200,4047003,Nanganallur,873,Apartment,1,0,3372.5
2023,1200,6031020,Alandur,1015,Plot,0,1,5025.85
2019,2000,12603056,Guindy,431,Apartment,1,1,6301.53
2019,1500,10756570,Adyar,2338,Apartment,0,1,7171.05
2020,1200,7027603,Nanganallur,1226,House,0,1,5856.34
2017,2000,15686124,T. Nagar,215,Apartment,1,1,7843.06
2015,1500,8812668,Adyar,2596,Apartment,0,1,5875.11
2023,2000,8869343,Tambaram,3982,Apartment,0,1,4434.67
2015,2000,9931484,Saidapet,685,Apartment,1,1,4965.74
2021,2500,11994822,Nanganallur,932,Apartment,1,1,4797.93
2020,600,2601420,Chromepet,3160,Apartment,0,1,4335.7
2016,2500,13406636,Guindy,477,Apartment,1,1,5362.65
2018,800,7813476,T. Nagar,281,Commercial,1,1,9766.85
2020,800,9983483,T. Nagar,248,Commercial,1,1,12479.35
2019,1200,10774711,T. Nagar,375,Apartment,1,1,8978.93
2017,800,6506453,Adyar,1253,Commercial,0,1,8133.07
2011,600,2896890,T. Nagar,157,House,1,0,4828.15
2017,600,1771960,Tambaram,3710,Apartment,0,1,2953.27
2017,1200,6660533,Guindy,731,Apartment,1,1,5550.44
2016,1200,3847738,Chromepet,2839,Apartment,0,1,3206.45
2018,1500,10722607,Mylapore,3348,House,0,1,7148.4
2015,1500,9089454,T. Nagar,167,Apartment,1,1,6059.64
2017,1000,3028260,Tambaram,3057,Apartment,0,1,3028.26
2023,1200,15667470,Mylapore,3100,House,0,1,13056.23
2022,2500,13362216,Chromepet,2250,House,0,1,5344.89
2017,1200,4878701,Nanganallur,1345,Apartment,0,1,4065.58
2016,1000,3387768,Nanganallur,1562,Apartment,0,1,3387.77
2023,800,9129037,Adyar,1320,House,0,1,11411.3
2014,600,2365652,Ekkattuthangal,745,Apartment,1,0,3942.75
2018,1200,8038881,Saidapet,825,Apartment,1,1,6699.07
2015,1200,5027734,Ekkattuthangal,592,Apartment,1,1,4189.78
2022,1000,9110554,Adyar,2635,House,0,1,9110.55
2021,600,5054562,Ekkattuthangal,867,Commercial,1,1,8424.27
2020,1200,12085686,T. Nagar,596,House,1,1,10071.41
2021,1500,8052454,Nanganallur,2457,Apartment,0,1,5368.3
2020,1200,4769595,Tambaram,4915,House,0,1,3974.66
2017,1000,9475309,Mylapore,2688,Commercial,0,1,9475.31
2021,2500,19363573,Saidapet,698,Apartment,1,1,7745.43
2014,800,3434672,Ekkattuthangal,757,House,1,0,4293.34
2023,2000,21298060,Ekkattuthangal,336,Commercial,1,1,10649.03
2019,1000,7193005,Saidapet,817,House,1,1,7193.01
2022,3000,31137553,Ekkattuthangal,556,Commercial,1,1,10379.18
2021,600,5088579,Adyar,1881,Apartment,0,1,8480.97
2020,1200,6055703,Saidapet,522,Plot,1,1,5046.42
2015,800,2848617,Tambaram,4980,Commercial,0,1,3560.77
2017,1000,4896682,Ekkattuthangal,339,Apartment,1,1,4896.68
2014,1200,2637633,Chromepet,2200,Plot,0,0,2198.03
2019,1000,7583490,Saidapet,540,House,1,1,7583.49
2020,1000,6282407,Alandur,1090,House,0,1,6282.41
2021,1200,8148004,Nanganallur,1714,Commercial,0,1,6790.0
2015,1500,6307484,Nanganallur,1220,House,0,1,4204.99
2011,800,1902578,Tambaram,2347,House,0,0,2378.22
2012,1200,2788205,Tambaram,4766,House,0,0,2323.5
2021,1000,4420639,Chromepet,2150,House,0,1,4420.64
2022,1500,17361798,Mylapore,3278,Commercial,0,1,11574.53
2022,1500,9036377,Nanganallur,971,Apartment,1,1,6024.25
2013,1000,3241925,Nanganallur,1079,House,0,0,3241.93
2021,2000,12050117,Alandur,929,Apartment,1,1,6025.06
2023,1200,10951165,Adyar,2780,House,0,1,9125.97
2017,800,4327256,Alandur,895,Apartment,1,1,5409.07
2022,1200,7688555,Alandur,1004,Apartment,0,1,6407.13
2022,1000,4484778,Chromepet,2831,Apartment,0,1,4484.78
2022,600,4821161,Alandur,903,Apartment,1,1,8035.27
2018,3000,10591243,Chromepet,1983,Apartment,0,1,3530.41
2015,2000,7725097,Nanganallur,810,Apartment,1,1,3862.55
2023,600,5285600,Mylapore,3141,Apartment,0,1,8809.33
2019,1000,7214548,Ekkattuthangal,856,House,1,1,7214.55
2018,1000,7078071,Guindy,241,Apartment,1,1,7078.07
2013,2500,10415893,Guindy,482,Apartment,1,0,4166.36
2018,1000,5773864,Mylapore,1818,Plot,0,1,5773.86
2015,1200,5206795,Ekkattuthangal,777,Apartment,1,1,4339.0
2017,1000,6183630,T. Nagar,539,Apartment,1,1,6183.63
2020,2000,17534098,Mylapore,3413,House,0,1,8767.05
2023,1000,9732954,Adyar,1502,Apartment,0,1,9732.95
2015,2500,15085644,Adyar,1911,Apartment,0,1,6034.26
2023,1200,8463028,Alandur,621,Apartment,1,1,7052.52
2022,1500,7007038,Tambaram,2258,House,0,1,4671.36
2023,2000,10794201,Chromepet,1745,House,0,1,5397.1
2015,1200,9491925,Mylapore,2760,Commercial,0,1,7909.94
2017,1000,6991586,Adyar,2393,Apartment,0,1,6991.59
2015,800,5459795,T. Nagar,268,House,1,1,6824.74
2018,2000,8163233,Chromepet,3531,Apartment,0,1,4081.62
2015,1200,7596607,Adyar,1854,Apartment,0,1,6330.51
2020,800,4983877,Ekkattuthangal,484,Apartment,1,1,6229.85
2018,1200,9359538,Guindy,585,House,1,1,7799.62
2014,2000,9250980,Nanganallur,1775,Commercial,0,0,4625.49
2020,800,6814820,Guindy,376,House,1,1,8518.53
2017,1000,8173652,Alandur,276,Commercial,1,1,8173.65
2015,2000,9627621,Mylapore,2046,Plot,0,1,4813.81
2019,1000,3691509,Tambaram,4779,Apartment,0,1,3691.51
2015,1200,5375599,Ekkattuthangal,598,Apartment,1,1,4479.67
2020,1000,6245217,Alandur,917,Apartment,1,1,6245.22
2019,1500,11438163,Saidapet,304,House,1,1,7625.44
2013,1500,7012683,T. Nagar,561,House,1,0,4675.12
2017,2000,8578564,Chromepet,3317,Commercial,0,1,4289.28
2016,1000,3464463,Tambaram,2319,House,0,1,3464.46
2015,800,3497050,Adyar,2020,Plot,0,1,4371.31
2020,600,4869839,Mylapore,3075,Apartment,0,1,8116.4
2023,1000,8592746,T. Nagar,695,Apartment,1,1,8592.75
2020,600,4234712,Mylapore,1645,Apartment,0,1,7057.85
2021,1500,13512685,T. Nagar,543,House,1,1,9008.46
2015,1500,8442589,Mylapore,2756,House,0,1,5628.39
2022,1500,12776496,Adyar,2224,Apartment,0,1,8517.66
2012,1200,4733811,T. Nagar,193,Apartment,1,0,3944.84
2012,1200,3225417,Chromepet,2632,Apartment,0,0,2687.85
2018,600,2593213,Ekkattuthangal,542,Plot,1,1,4322.02
2013,800,2227578,Saidapet,245,Plot,1,0,2784.47
2012,1000,4349612,Alandur,560,Apartment,1,0,4349.61
2013,600,2560147,Guindy,767,Apartment,1,0,4266.91
2022,1500,13533914,Guindy,405,Apartment,1,1,9022.61
2020,1000,7202375,Guindy,399,House,1,1,7202.38
2022,2500,12514559,Chromepet,2479,House,0,1,5005.82
2016,2500,8713368,Tambaram,2480,House,0,1,3485.35
2021,2000,11891437,Nanganallur,1533,House,0,1,5945.72
2022,2000,13535591,Ekkattuthangal,844,House,1,1,6767.8
2011,1500,3668256,Tambaram,3315,House,0,0,2445.5
2011,1200,5067202,T. Nagar,270,Apartment,1,0,4222.67
2018,1200,8628000,Mylapore,3191,Apartment,0,1,7190.0
2018,1000,3363625,Tambaram,4090,Apartment,0,1,3363.63
2012,600,3258769,T. Nagar,684,House,1,0,5431.28
2019,1500,9009877,Ekkattuthangal,878,Apartment,1,1,6006.59
2011,2500,7736645,Ekkattuthangal,801,Apartment,1,0,3094.66
2019,1500,11972782,Mylapore,2102,Apartment,0,1,7981.85
2022,1000,6662221,Ekkattuthangal,457,Apartment,1,1,6662.22
2015,1000,4585296,Ekkattuthangal,888,Apartment,1,1,4585.3
2017,600,3535364,Ekkattuthangal,778,Apartment,1,1,5892.27
2019,2000,8171922,Chromepet,2784,Apartment,0,1,4085.96
2014,1000,2592535,Chromepet,2745,Apartment,0,0,2592.54
2020,800,5527514,Adyar,2852,House,0,1,6909.39
2011,1500,3670767,Chromepet,1760,House,0,0,2447.18
2020,2000,14765886,Mylapore,2936,Apartment,0,1,7382.94
2012,2000,10368000,Mylapore,2014,House,0,0,5184.0
2022,1500,6496816,Tambaram,3057,House,0,1,4331.21
2022,1500,12071755,Adyar,2378,House,0,1,8047.84
2023,1000,11619690,T. Nagar,572,House,1,1,11619.69
2016,1500,8849809,Mylapore,2477,Apartment,0,1,5899.87
2013,1500,5582102,Guindy,408,Apartment,1,0,3721.4
2023,1200,10605485,Saidapet,582,Apartment,1,1,8837.9
2014,1500,6872616,Guindy,268,Apartment,1,0,4581.74
2014,2500,6770977,Tambaram,4753,House,0,0,2708.39
2011,600,2218614,Ekkattuthangal,336,Apartment,1,0,3697.69
2022,3000,14375819,Tambaram,4135,Apartment,0,1,4791.94
2017,2000,5560241,Tambaram,3629,Apartment,0,1,2780.12
2021,1200,7645725,Nanganallur,2331,House,0,1,6371.44
2023,800,7738046,Adyar,1710,Apartment,0,1,9672.56
2021,2000,13433008,Adyar,2473,Apartment,0,1,6716.5
2016,1000,7445788,Mylapore,2141,House,0,1,7445.79
2021,1200,8222426,Mylapore,1817,Plot,0,1,6852.02
2017,1000,5475533,Adyar,1220,Apartment,0,1,5475.53
2012,1500,6587201,Alandur,845,House,1,0,4391.47
2020,1000,4146126,Tambaram,2997,Apartment,0,1,4146.13
2020,2000,18155753,Mylapore,2557,Apartment,0,1,9077.88
2021,2000,9125238,Tambaram,4142,House,0,1,4562.62
2011,1500,4063184,Nanganallur,1738,Apartment,0,0,2708.79
2012,1000,3889015,Alandur,352,Apartment,1,0,3889.02
2014,2000,7497281,Saidapet,453,Apartment,1,0,3748.64
2019,2500,19603166,Alandur,949,Commercial,1,1,7841.27
2017,2000,13652986,Mylapore,2596,Apartment,0,1,6826.49
2023,2000,17993926,Guindy,563,Apartment,1,1,8996.96
2023,1500,8673278,Nanganallur,1092,Apartment,0,1,5782.19
2022,1500,13897209,Adyar,1701,Apartment,0,1,9264.81
2023,1200,8243786,Chromepet,2100,Commercial,0,1,6869.82
2023,1200,10717953,Adyar,1779,House,0,1,8931.63
2019,1500,9489868,Alandur,538,House,1,1,6326.58
2018,1500,6100492,Tambaram,2216,House,0,1,4066.99
2011,1500,6608551,T. Nagar,522,Apartment,1,0,4405.7
2011,1500,5519760,Ekkattuthangal,920,Apartment,1,0,3679.84
2022,1200,7942275,Ekkattuthangal,890,House,1,1,6618.56
2014,800,3965743,Guindy,604,Apartment,1,0,4957.18
2018,800,4673257,Guindy,713,Apartment,1,1,5841.57
2017,800,6425445,T. Nagar,625,House,1,1,8031.81
2014,1200,4064848,Tambaram,4785,Commercial,0,0,3387.37
2014,1200,6170977,T. Nagar,466,House,1,0,5142.48
2016,1000,3978038,Nanganallur,1904,House,0,1,3978.04
2012,1500,4152309,Nanganallur,2097,Apartment,0,0,2768.21
2015,2500,10760357,Nanganallur,1849,House,0,1,4304.14
2012,3000,20146332,Adyar,2074,Commercial,0,0,6715.44
2017,2500,17969191,Guindy,506,House,1,1,7187.68
2016,1200,8182350,Mylapore,1886,Apartment,0,1,6818.63
2012,1200,2866748,Tambaram,2446,Apartment,0,0,2388.96
2017,2500,16001502,Mylapore,2691,Apartment,0,1,6400.6
2023,2000,16871793,Adyar,2581,Apartment,0,1,8435.9
2022,1500,7715767,Nanganallur,1828,Apartment,0,1,5143.84
2016,2000,12167025,Saidapet,476,House,1,1,6083.51
2017,2000,6303955,Tambaram,3919,House,0,1,3151.98
2013,1000,3291116,Nanganallur,2174,Apartment,0,0,3291.12
2015,1000,5503162,Guindy,425,Apartment,1,1,5503.16
2022,1200,10412880,Saidapet,292,House,1,1,8677.4
2012,1200,4476914,T. Nagar,452,Apartment,1,0,3730.76
2011,1500,10743622,Adyar,1359,Commercial,0,0,7162.41
2011,1500,7881448,Adyar,1920,House,0,0,5254.3
2022,1500,11732074,Alandur,899,House,1,1,7821.38
2022,1500,10885634,Saidapet,559,House,1,1,7257.09
2015,1200,3794707,Chromepet,3917,House,0,1,3162.26
2012,1200,3942066,Saidapet,435,Apartment,1,0,3285.06
2015,1000,2914718,Chromepet,2058,Apartment,0,1,2914.72
2018,1200,8993034,T. Nagar,355,Apartment,1,1,7494.2
2021,800,3457567,Chromepet,3926,Apartment,0,1,4321.96
2021,1500,12314225,Mylapore,2485,House,0,1,8209.48
2018,600,3189954,Ekkattuthangal,606,Apartment,1,1,5316.59
2018,1500,5992186,Chromepet,1708,House,0,1,3994.79
2015,3000,17972457,T. Nagar,674,Apartment,1,1,5990.82
2022,1000,8045055,Alandur,771,Apartment,1,1,8045.06
2014,1200,7402437,Mylapore,2741,Apartment,0,0,6168.7
2018,2500,14341609,Alandur,647,Apartment,1,1,5736.64
2012,2500,8326063,Ekkattuthangal,921,House,1,0,3330.43
2023,1500,7154866,Chromepet,3452,Apartment,0,1,4769.91
2013,2000,5048677,Nanganallur,1335,Plot,0,0,2524.34
2013,1200,8500920,Mylapore,2402,House,0,0,7084.1
2020,2000,7160924,Tambaram,2408,Apartment,0,1,3580.46
2021,1200,9490237,Alandur,629,House,1,1,7908.53
2016,1000,3767845,Nanganallur,834,Apartment,1,1,3767.85
2019,1200,9483192,Ekkattuthangal,825,Commercial,1,1,7902.66
2022,2000,16118486,Adyar,1678,Apartment,0,1,8059.24
2016,2000,6487332,Tambaram,2359,Apartment,0,1,3243.67
2018,600,5569991,T. Nagar,612,Commercial,1,1,9283.32
2012,1200,2932647,Chromepet,3049,Apartment,0,0,2443.87
2015,3000,21312508,Adyar,2045,Commercial,0,1,7104.17
2023,2000,16098142,Alandur,1087,House,0,1,8049.07
2014,1500,5099381,Tambaram,4280,House,0,0,3399.59
2012,1200,4803795,Saidapet,596,House,1,0,4003.16
2015,2000,9868854,Nanganallur,1240,Commercial,0,1,4934.43
2020,2000,13964162,Mylapore,2524,Apartment,0,1,6982.08
2014,1200,5968188,Adyar,2842,Apartment,0,0,4973.49
2021,1200,12728276,Alandur,942,Commercial,1,1,10606.9
2021,1500,12858590,Alandur,907,Commercial,1,1,8572.39
2013,1200,5006057,Guindy,681,Apartment,1,0,4171.71
2011,1500,6459342,Mylapore,1606,Apartment,0,0,4306.23
2012,1200,4296375,Ekkattuthangal,369,House,1,0,3580.31
2021,2000,25171247,Mylapore,3412,Commercial,0,1,12585.62
2013,1200,4451672,Ekkattuthangal,545,Apartment,1,0,3709.73
2020,2000,14820819,Adyar,2480,Apartment,0,1,7410.41
2020,2000,18289544,Mylapore,2344,House,0,1,9144.77
2018,1200,5613462,Nanganallur,2487,Apartment,0,1,4677.89
2022,1000,6719722,Chromepet,1595,Commercial,0,1,6719.72
2022,1000,8548946,Mylapore,3268,Apartment,0,1,8548.95
2013,1500,6875915,Saidapet,248,Apartment,1,0,4583.94
2014,2000,11425391,Guindy,170,Commercial,1,0,5712.7
2015,800,4538720,Ekkattuthangal,480,House,1,1,5673.4
2017,600,3792280,Mylapore,2637,Apartment,0,1,6320.47
2013,1500,5362131,T. Nagar,575,Apartment,1,0,3574.75
2011,1000,3372794,Guindy,237,Apartment,1,0,3372.79
2019,800,3978259,Nanganallur,2283,House,0,1,4972.82
2023,1500,17441384,Guindy,746,Commercial,1,1,11627.59
2017,1200,3687763,Nanganallur,1612,Plot,0,1,3073.14
2019,1000,9756419,Guindy,368,Commercial,1,1,9756.42
2012,1200,3755410,Saidapet,588,Plot,1,0,3129.51
2016,1000,2729839,Tambaram,2970,Apartment,0,1,2729.84
2016,1000,3974701,Nanganallur,1615,Apartment,0,1,3974.7
2014,1500,7345600,Adyar,1581,Apartment,0,0,4897.07
2014,1000,5753120,Alandur,626,Commercial,1,0,5753.12
2023,1200,11931640,Mylapore,3379,Apartment,0,1,9943.03
2015,1200,6636907,Saidapet,673,Apartment,1,1,5530.76
2011,2500,4697464,Chromepet,2655,Plot,0,0,1878.99
2016,800,5678211,Adyar,1215,House,0,1,7097.76
2022,2000,11858905,Guindy,602,Plot,1,1,5929.45
2022,2000,20180811,T. Nagar,301,House,1,1,10090.41
2017,600,4151390,T. Nagar,587,Apartment,1,1,6918.98
2014,1200,3760316,Alandur,760,Apartment,1,0,3133.6
2021,1500,9782456,Nanganallur,2043,House,0,1,6521.64
2022,2500,20092128,Saidapet,765,House,1,1,8036.85
2012,1500,6907616,Adyar,1277,Apartment,0,0,4605.08
2023,1200,10133610,Guindy,308,Apartment,1,1,8444.68
2016,1000,5767137,Saidapet,664,Apartment,1,1,5767.14
2020,2000,9577339,Nanganallur,1876,Apartment,0,1,4788.67
2019,800,3906513,Saidapet,556,Plot,1,1,4883.14
2011,1500,6596868,T. Nagar,224,Apartment,1,0,4397.91
2013,1000,2658640,Tambaram,4022,Apartment,0,0,2658.64
2015,600,3014080,Saidapet,387,Apartment,1,1,5023.47
2018,1500,5066678,Chromepet,2343,Apartment,0,1,3377.79
2023,1000,8272562,Saidapet,716,House,1,1,8272.56
